name,description,ac,hp_formula,hp_avg,speed,str,dex,con,int,wis,cha,challenge,xp,size,mob_type,alignment,melee_mod,ranged_mod,attack1,attack1_range,attack1_dmg,attack2,attack2_range,attack2_dmg,attack3,attack3_range,attack3_dmg,source,notes,languages
Rhinoceros,"A large, herbivorous mammal with thick skin and one or two prominent horns, known for its powerful charge.",11,5d10+10,38,40 ft.,21,8,14,2,12,6,2,450,Large,beast,unaligned,+7,,Gore,5 ft.,2d8+5 piercing,,,,,,,,,
Riding Horse,"A domesticated herbivore, trained for riding and carrying burdens, commonly used for travel.",10,2d8+2,11,60 ft.,16,10,13,2,11,7,0.25,50,Large,beast,unaligned,+5,,Hooves,5 ft.,2d4+3 bludgeoning,,,,,,,,,
Roc,"A legendary, colossal bird of prey found in mountain ranges, known for snatching up horses and even elephants.",15,15d20+105,262,"20 ft., fly 120 ft.",28,10,24,3,10,9,11,7200,Gargantuan,monstrosity,unaligned,+13,,Beak,10 ft.,2d8+9 piercing,Talons,5 ft.,2d6+9 slashing,,,,,,
Rogue Modron,"A modron that has gained individuality and free will, deviating from the strict order of Mechanus and often becoming unpredictable.",15,6d8+12,39,30 ft.,12,10,14,10,10,10,1,200,Medium,construct,any alignment,+3,+2,Fist,5 ft.,1d4+1 bludgeoning,Energy Ray,30/90 ft.,1d4+2 force,,,,,,Modron
Roper,"A cunning cave predator resembling a stalagmite, using sticky tendrils to ensnare and devour its prey.",20,11d8+33,82,"10 ft., climb 10 ft.",18,8,17,10,16,6,5,1800,Large,monstrosity,neutral evil,+7,,Bite,5 ft.,4d8+4 piercing,Tendril,50 ft.,2d8+4 piercing,,,,,,Undercommon
Rug of Smothering,"A magical animated rug that wraps around unsuspecting victims, attempting to suffocate them.",11,4d8+8,26,10 ft.,10,13,15,1,3,1,2,450,Large,construct,unaligned,+3,,Smother,5 ft.,1d4+1 bludgeoning,,,,,,,,,
Rust Monster,"An insectoid scavenger that devours ferrous metals, dissolving them into rust with its antennae.",16,5d8+5,28,40 ft.,13,12,13,2,13,6,0.5,100,Medium,monstrosity,unaligned,,,Antennae,5 ft.,0 (rusts nonmagical iron/steel),Bite,5 ft.,1d6+1 piercing,,,,,,
Saber-toothed Tiger,"A powerful prehistoric feline predator known for its massive canine teeth, adapted for hunting large game.",12,5d10+10,38,40 ft.,18,13,15,3,12,8,2,450,Large,beast,unaligned,+6,,Bite,5 ft.,1d10+4 piercing,Claws,5 ft.,2d6+4 slashing,,,,,,
Sahuagin,"Monstrous, bloodthirsty humanoids of the sea, often called 'sea devils,' known for their territorial aggression and worship of Sekolah.",12,4d8+4,22,"30 ft., swim 40 ft.",13,11,12,12,13,9,0.5,100,Medium,humanoid,lawful evil,+3,,Bite,5 ft.,1d4+1 piercing,Claws,5 ft.,1d4+1 slashing,Trident,5 ft.,1d6+1 piercing,,,Sahuagin
Sahuagin Baron,"A powerful and cruel leader among the sahuagin, often a four-armed champion wielding multiple weapons and commanding the loyalty of lesser sahuagin.",16,16d8+48,120,"30 ft., swim 50 ft.",19,15,16,14,17,16,8,3900,Large,humanoid,lawful evil,+7,,Bite,5 ft.,2d4+4 piercing,Claws,5 ft.,2d6+4 slashing,Trident,5 ft.,2d6+4 piercing,,,Sahuagin
Sahuagin Princess,"A rare and powerful female sahuagin, revered as a high priestess of Sekolah, capable of wielding potent magic and inspiring her followers.",16,15d8+45,112,"30 ft., swim 50 ft.",16,15,16,14,18,17,9,5000,Medium,humanoid,lawful evil,+7,,Bite,5 ft.,2d4+3 piercing,Claws,5 ft.,2d6+3 slashing,Trident,5 ft.,1d6+3 piercing,,,Sahuagin
Salamander,"A serpentine elemental creature of the Inner Planes, with a humanoid upper body and a powerful tail, constantly wreathed in flame.",15,9d10+27,76,30 ft.,18,14,16,11,10,12,5,1800,Large,elemental,chaotic evil,+7,+4,Heated Tail,10 ft.,2d6+4 bludgeoning plus 2d6 fire,Heated Spear (Melee),5 ft.,1d8+4 piercing plus 2d6 fire,Heated Spear (Ranged),20/60 ft.,1d8+4 piercing plus 2d6 fire,,,Ignan
Satyr,"Joyful and mischievous humanoids with the lower bodies of goats, often found in fey forests, playing pipes and reveling.",13,5d8+5,28,40 ft.,12,16,12,12,10,14,0.5,100,Medium,fey,chaotic neutral,+5,+5,Ram,5 ft.,1d4+1 bludgeoning,Shortsword,5 ft.,1d6+3 piercing,Shortbow,80/320 ft.,1d6+3 piercing,,,"Common, Elvish, Sylvan"
Scarecrow,"A malevolent construct animated by dark magic, resembling a crudely fashioned human figure stuffed with straw, often seeking to instill fear and despair.",11,6d8+12,39,30 ft.,11,11,14,8,11,13,2,450,Medium,construct,chaotic evil,+2,,Claws,5 ft.,2d4+0 slashing,,,,,,,,,understands the languages of its creator but can't speak
Scorpion,"A venomous arachnid with pincer claws and a stinging tail, typically referring to the larger, more dangerous Giant Scorpion.",13,3d10+3,20,30 ft.,15,13,12,1,9,3,0.5,100,Large,beast,unaligned,+4,,Claw,5 ft.,1d6+2 bludgeoning,Sting,5 ft.,1d4+2 piercing plus 3d6 poison,,,,,,
Scout,"A common humanoid expert in wilderness survival, tracking, and reconnaissance, often employed as guides, hunters, or wilderness guards.",13,4d8+4,22,30 ft.,11,14,12,11,13,11,0.5,100,Medium,humanoid,any alignment,+4,+4,Shortsword,5 ft.,1d6+2 piercing,Longbow,150/600 ft.,1d8+2 piercing,,,,,,Common
Sea Hag,"Horrific and repulsive fey creatures that lurk in coastal waters, delighting in misery and transforming victims with their terrible visages.",14,7d8+14,46,"30 ft., swim 40 ft.",16,13,14,12,12,13,2,450,Medium,fey,chaotic evil,+5,,Claws,5 ft.,2d6+3 slashing,,,,,,,,,"Aquan, Common"
Sea Horse,"A tiny aquatic beast, often found in shallow tropical waters, known for its unique upright swimming posture.",11,1d4-1,2,"0 ft., swim 20 ft.",1,13,8,1,10,2,0,10,Tiny,beast,unaligned,,,,,,,,,,,,,,
Shadow,"A predatory undead creature that drains strength from its victims, leaving behind lifeless husks. It is a portion of a living creature's darkness, given malevolent animating force.",13,3d8,14,40 ft.,6,14,10,6,10,12,0.5,100,Medium,undead,chaotic evil,+4,,Strength Drain,melee 5 ft.,2d6 cold,,,,,,,,,
Shadow Demon,"These insubstantial fiends are fragments of the souls of evil mortals, transformed into creatures of shadow and despair. They prefer to haunt the fringes of the Material Plane, whispering dark suggestions.",13,8d8+8,44,fly 40 ft.,1,16,12,14,13,14,4,1100,Medium,fiend,chaotic evil,+5,,Claws,melee 5 ft.,2d6+3 psychic,,,,,,,,,"Abyssal, telepathy 120 ft."
Shadow Dragon,,0,,0,,10,10,10,10,10,10,,0,,,,,,,,,,,,,,,GemDMD Sheet,unknown,
Shambling Mound,"A mass of rotting vegetation animated by lightning, it wanders swamps and forests, absorbing living creatures into its bulk.",15,13d10+39,110,"20 ft., swim 20 ft.",18,8,16,5,10,5,5,1800,Large,plant,unaligned,+7,,Slam,melee 5 ft.,2d8+4 bludgeoning,Engulf,melee 5 ft.,6d6 bludgeoning,,,,,,
Shield Guardian,"An ancient, magical construct built to protect a specific individual, tirelessly guarding its charge and recovering from damage.",17,15d10+45,128,30 ft.,18,8,16,7,10,3,7,2900,Large,construct,unaligned,+7,,Slam,melee 5 ft.,2d8+4 bludgeoning,,,,,,,,,understands the languages of its creator but can't speak
Shrieker,"A type of fungus related to the violet fungus, this mindless plant emits a piercing shriek when it detects living creatures nearby, alerting others to their presence.",5,1d6,4,0 ft.,1,1,10,1,3,1,0,10,Medium,plant,unaligned,,,,,,,,,,,,,,
Silver Dragon Wyrmling,"A good-aligned dragon, even in youth, a silver dragon wyrmling is curious about humanoids and often disguised when interacting with them, cherishing friendship and good deeds.",17,6d8+12,39,"30 ft., fly 60 ft.",13,10,15,12,11,15,2,450,Medium,dragon,lawful good,+3,,Bite,melee 5 ft.,1d10+1 piercing,Cold Breath,15-ft. cone,3d8 cold,,,,,,Draconic
Skeleton,,13,2d8+4,13,30,10,14,15,6,8,5,0.25,50,Medium,Undead,Lawful Evil,4,4,1d6+2,5,Piercing,1d6+2,80/320,Piercing,,,,GemDMD Sheet,unknown,
Slaad Tadpole,"The repulsive, worm-like larval form of a slaad, born from a humanoid infected with slaad eggs, which rapidly grows into a red or blue slaad.",10,2d4,5,"20 ft., swim 20 ft.",8,10,10,3,5,5,0,10,Tiny,aberration,chaotic evil,+2,,Bite,melee 5 ft.,1 piercing,,,,,,,,,
Smoke Mephit,"A petty, malicious elemental spirit formed from smoke and cinders, it delights in causing mischief and suffocating its foes with its smoky breath.",12,4d8+4,22,"30 ft., fly 30 ft.",6,14,12,10,10,11,0.25,50,Small,elemental,neutral evil,+4,,Claws,melee 5 ft.,1d4+2 slashing,Smoke Breath (Recharge 6),15-ft. cone,2d4 fire,,,,,,Auran
Solar,"A mighty angel and servant of good deities, a paragon of divine might and radiant fury against evil.",21,26d8+156,273,"50 ft., fly 150 ft.",24,20,26,25,25,30,21,33000,Large,celestial,lawful good,+15,+15,Greatsword,5 ft.,4d6+7 slashing plus 6d8 radiant,Slaying Longbow,150/600 ft.,2d8+5 piercing plus 6d8 radiant,,,,,,"all, telepathy 120 ft."
Spectator,"A lesser beholderkin that guards treasures or locations, employing its four eye rays to deter intruders.",14,6d8+12,39,"30 ft., fly 30 ft.",8,14,14,13,14,11,3,700,Medium,aberration,lawful neutral,+1,,Bite,5 ft.,1d6+1 piercing,Eye Rays,90 ft.,various (save for effect),,,,,,"Deep Speech, Undercommon"
Spector,"An incorporeal undead creature, the malicious spirit of a humanoid consumed by hatred and unable to rest.",12,3d8,14,"0 ft., fly 50 ft.",1,14,11,10,10,11,1,200,Medium,undead,chaotic evil,+4,,Life Drain,5 ft.,3d6 necrotic,,,,,,,,,understands all languages it knew in life but can't speak
Spider,"A large arachnid with a venomous bite, often found lurking in dark places and spinning webs to ensnare prey.",14,4d10+4,26,"30 ft., climb 30 ft.",12,16,12,2,11,4,1,200,Large,beast,unaligned,+5,,Bite,5 ft.,1d8+3 piercing plus 2d6 poison,,,,,,,,,
Spined Devil,"A lesser devil from the Nine Hells, covered in sharp spines it can launch at foes while flying.",13,6d8+12,39,"20 ft., fly 40 ft.",10,15,14,11,12,13,2,450,Small,fiend,lawful evil,+2,+4,Bite,5 ft.,1d4+0 piercing,Fork,5 ft.,1d6+0 piercing,Tail Spines,20/80 ft.,1d6+2 piercing,,,"Infernal, telepathy 120 ft."
Spirit Naga,"A powerful, intelligent serpentine monstrosity capable of wielding magic and possessing a deadly venomous bite.",15,9d8+27,68,40 ft.,18,17,16,16,15,16,8,3900,Large,monstrosity,chaotic evil,+7,,Bite,10 ft.,1d8+4 piercing plus 3d6 poison,,,,,,,,,"Abyssal, Common, Draconic"
Spore Servant,"A humanoid reanimated by fungal spores, devoid of its former personality and compelled to serve its myconid masters.",8,3d8+6,20,20 ft.,13,6,16,1,3,5,0.25,50,Medium,plant,unaligned,+3,,Slam,5 ft.,1d6+1 bludgeoning,,,,,,,,,understands the languages it knew in life but can't speak
Sprite,"A tiny, winged fey known for its mischievous nature and ability to sense emotions, often serving as forest guardians.",15,1d4+1,4,"10 ft., fly 40 ft.",3,18,13,12,13,11,0.25,50,Tiny,fey,neutral good,+6,+6,Shortsword,5 ft.,1 piercing,Shortbow,40/160 ft.,1 piercing,,,,,,"Common, Sylvan"
Spy,"A master of disguise and deception, the spy gathers information and manipulates events from the shadows.",12,6d8+6,33,30 ft.,10,15,12,12,14,16,1,200,Medium,humanoid,any non-good alignment,+4,+4,Shortsword,5 ft.,1d6+2 piercing,Light Crossbow,80/320 ft.,1d8+2 piercing,,,,,,any two languages
Steam Mephit,"A mischievous elemental creature born from the mixture of fire and water, often found near geysers or hot springs.",10,4d8,18,"30 ft., fly 30 ft.",5,11,10,11,10,12,0.25,50,Small,elemental,neutral evil,+2,,Claws,5 ft.,1d4 bludgeoning,Steam Breath,15 ft. cone,2d6 fire (Dex save DC 10 for half),,,,,,"Aquan, Ignan"
Stirge,"A blood-drinking monster that resembles a small, winged insect with a needle-like proboscis, preying on creatures by draining their blood.",14,1d4+1,4,"10 ft., fly 40 ft.",4,16,12,2,8,6,0.125,25,Tiny,beast,unaligned,+5,,Proboscis,5 ft.,1d4 piercing,,,,,,,,,
Stone Giant,"Reclusive and artistic, these giants dwell in mountains and caverns, often admiring the beauty of stone and creating intricate carvings.",17,13d10+65,136,40 ft.,23,15,20,10,12,9,7,2900,Huge,giant,neutral,+9,+9,Greatclub,15 ft.,3d8+6 bludgeoning,Rock,60/240 ft.,4d10+6 bludgeoning,,,,,,Giant
Stone Golem,"A large, lumbering construct animated by elemental magic, often serving as a tireless guardian for ancient crypts, temples, or wizard's towers.",17,10d10+50,105,30 ft.,22,9,20,2,11,1,10,5900,Large,construct,unaligned,+9,,Slam,5 ft.,3d8+6 bludgeoning,,,,,,,,,understands the languages of its creator but can't speak
Storm Giant,"Majestic and reclusive, storm giants are powerful elemental beings who dwell in high mountains, on cloud islands, or deep beneath the sea, possessing innate control over weather.",16,18d12+108,225,"50 ft., swim 50 ft.",29,14,20,16,18,18,13,10000,Huge,giant,chaotic good,+17,+17,Greatsword,10 ft.,6d6+9 slashing,Rock,60/240 ft.,4d10+9 bludgeoning,Lightning Strike,120 ft.,6d8 lightning,,,"Common, Giant"
Succubus,"A fiendish seducer, this beautiful demon can assume any humanoid form to corrupt mortals, feeding on their life essence and driving them to dark deeds.",15,10d8+20,65,"30 ft., fly 60 ft.",8,17,14,20,12,20,4,1100,Medium,fiend,chaotic evil,+5,,Claw,5 ft.,1d6+3 slashing,Draining Kiss,5 ft.,5d6 psychic,,,,,,"Abyssal, Common, Infernal, telepathy 120 ft."
Svirfneblin,"Also known as deep gnomes, Svirfneblin are a reclusive and industrious subrace of gnomes living deep beneath the earth, known for their skill in stonecraft and stealth.",15,4d8+4,22,20 ft.,11,14,12,12,10,9,0.5,100,Small,humanoid,neutral good,+4,+4,Light Hammer,5 ft. or 20/60 ft.,1d4+2 bludgeoning,,,,,,,,,"Gnomish, Terran, Undercommon"
Swarm of Bats,"A swirling, chittering mass of small, winged mammals that can disorient and overwhelm foes, often found in caves or ruins.",12,4d8,18,"0 ft., fly 30 ft.",3,15,10,2,12,4,0.25,50,Medium,beast,unaligned,+4,,Bites,0 ft.,2d4 piercing,,,,,,,,,
Swarm of Beetles,"A creeping, buzzing mass of hard-shelled beetles that can engulf creatures, their mandibles gnawing at flesh and chitin.",12,5d8,22,"20 ft., climb 20 ft.",3,13,10,1,7,1,0.5,100,Medium,beast,unaligned,+3,,Bites,0 ft.,4d4 piercing,,,,,,,,,
Swarm of Centipedes,"A writhing, venomous mass of countless multi-legged centipedes, capable of overwhelming and poisoning foes with their numerous bites.",12,5d8,22,"20 ft., climb 20 ft.",3,13,10,1,7,1,0.5,100,Medium,beast,unaligned,+3,,Bites,0 ft.,4d4 piercing + 3d6 poison,,,,,,,,,
Swarm of Insects,"A churning, stinging, or biting mass of tiny crawling or flying insects, such as spiders, wasps, or centipedes, capable of overwhelming and harming larger creatures.",12,5d8,22,"20 ft., climb 20 ft.",3,13,10,1,7,1,0.5,100,Medium,beast,unaligned,+3,,Bites,0 ft.,4d4 piercing,,,,,,,,,
Swarm of Poisonous Snakes,"A writhing mass of venomous snakes that strike as one, overwhelming foes with their numbers and deadly bites.",13,8d8,36,"30 ft., swim 30 ft.",8,16,11,1,10,3,2,450,Medium,beast,unaligned,+5,,Bites,5 ft.,4d4 piercing + 3d6 poison,,,,,,,,,
Swarm of Quippers,"A churning mass of voracious, toothy fish that can strip flesh from bone in moments, drawn to blood in the water.",13,4d8,18,"0 ft., swim 40 ft.",2,16,9,1,7,2,1,200,Medium,beast,unaligned,+5,,Bites,0 ft.,4d6 piercing,,,,,,,,,
Swarm of Rats,"A filthy, scurrying mass of rodents, capable of overwhelming a lone target with their numbers and infectious bites.",10,4d8,18,30 ft.,9,11,9,2,10,3,0.25,50,Medium,beast,unaligned,+2,,Bites,0 ft.,2d6 piercing,,,,,,,,,
Swarm of Ravens,"A shrieking, flapping cloud of black birds, circling and diving to peck and claw at any who trespass upon their territory.",12,4d8,18,"10 ft., fly 50 ft.",6,14,10,3,12,6,0.25,50,Medium,beast,unaligned,+4,,Beaks,0 ft.,2d4 piercing,,,,,,,,,
Swarm of Spiders,"A horrifying scuttling mass of arachnids, overwhelming foes with countless bites and envenoming them with paralytic toxins.",12,4d8,18,"20 ft., climb 20 ft.",3,13,10,1,7,1,0.5,100,Medium,beast,unaligned,+3,,Bites,0 ft.,1d6 piercing + 1d6 poison,,,,,,,,,
Swarm of Wasps,"A buzzing, stinging cloud of angry insects, overwhelming their targets with countless painful stings.",12,4d8,18,"5 ft., fly 30 ft.",3,13,10,1,7,1,0.5,100,Medium,beast,unaligned,+3,,Stings,0 ft.,4d4 piercing + 3d6 poison,,,,,,,,,
Tarrasque,"A gargantuan, rampaging beast of elemental destruction, one of the greatest threats to life on any world, devouring everything in its path.",25,33d20+330,676,40 ft.,30,11,30,3,11,11,30,155000,Gargantuan,monstrosity,unaligned,+19,,Bite,10 ft.,4d12+10 piercing,Claw,15 ft.,4d8+10 slashing,Tail,20 ft.,4d6+10 bludgeoning,,,
Thri-kreen,"Insectoid desert predators with four arms and chitinous exoskeletons, known for their telepathy, hunting prowess, and communal ways.",15,5d8+5,28,40 ft.,12,15,12,13,10,10,1,200,Medium,monstrosity,chaotic neutral,+4,+4,Gythka,5 ft.,1d8+2 slashing,Chatkcha,20/60 ft.,1d6+2 slashing,,,,,,Thri-kreen
Thug,"A common ruffian or bandit, often part of a gang, who relies on brute force and intimidation to get what they want.",11,5d8+10,32,30 ft.,15,11,14,10,10,11,0.5,100,Medium,humanoid,any non-good alignment,+4,,Mace,5 ft.,1d6+2 bludgeoning,Heavy Crossbow,100/400 ft.,1d10 piercing,,,,,,Common
Tiger,"A powerful and stealthy predator of jungles and grasslands, known for its striped coat and ferocious hunting techniques.",12,4d10+4,26,40 ft.,17,15,13,3,12,8,1,200,Large,beast,unaligned,+5,,Bite,5 ft.,1d10+3 piercing,Claw,5 ft.,1d8+3 slashing,,,,,,
Toad,"A small, amphibious creature known for its warty skin and hopping gait, often found in damp environments.",10,1d4-1,2,"15 ft., swim 15 ft.",1,13,8,1,8,3,0,10,Tiny,beast,unaligned,+3,,Bite,5 ft.,1 piercing,,,,,,,,,
Treant,"An ancient, magical guardian of the forest, resembling an animate tree with powerful limbs and a deep sense of the woods' well-being.",16,10d12+50,115,30 ft.,23,8,21,12,16,12,9,5000,Huge,plant,chaotic good,+10,+2,Slam,10 ft.,3d8+6 bludgeoning,Rock,60/180 ft.,4d10+6 bludgeoning,,,,,,"Common, Druidic, Elvish, Sylvan"
Tribal Shaman,"A spiritual leader who communes with nature spirits or ancestral powers, guiding their tribe and wielding primal magic.",11,5d8,22,30 ft.,10,10,10,12,14,10,0.5,100,Medium,humanoid,neutral,+2,,Club,5 ft.,1d4 bludgeoning,,,,,,,,,Common
Tribal Warrior,"A fierce member of a primitive tribe, ready to defend their community and territory with simple but effective weapons.",12,2d8+2,11,30 ft.,13,11,12,8,11,8,0.125,25,Medium,humanoid,any chaotic alignment,+3,+3,Spear (Melee),5 ft.,1d6+1 piercing,Spear (Ranged),20/60 ft.,1d6+1 piercing,,,,,,Common
Triceratops,"A massive, three-horned herbivorous dinosaur, known for its formidable charge and thick, armored frill.",13,7d12+35,80,50 ft.,22,9,21,2,11,5,5,1800,Huge,beast,unaligned,+9,,Gore,5 ft.,3d8+6 piercing,,,,,,,,,
Tridrone,"A loyal and efficient three-sided construct from Mechanus, serving the larger hierarchy of modrons and acting as a diligent guardian.",15,3d8+6,20,"30 ft., fly 30 ft.",12,12,14,10,10,11,0.5,100,Medium,construct,lawful neutral,+3,+3,Fist,5 ft.,1d4+1 bludgeoning,Javelin,30/120 ft.,1d6+1 piercing,,,,,,Modron
Troglodyte,"Primitive reptilian humanoids dwelling in caves and dungeons, known for their overwhelming stench and tribal savagery.",11,2d8+4,13,30 ft.,14,10,14,6,10,6,0.25,50,Medium,humanoid,chaotic evil,+4,,Claw,5 ft.,1d4+2 slashing,Bite,5 ft.,1d4+2 piercing,,,,,,Troglodyte
Troll,"A hideous, regenerating giant renowned for its ferocity and insatiable hunger, often found in desolate wildernesses or underground lairs.",15,8d10+40,84,30 ft.,18,13,20,7,9,7,5,1800,Large,giant,chaotic evil,+7,,Claw,5 ft.,2d6+4 slashing,Bite,5 ft.,1d10+4 piercing,,,,,,Giant
Twig Blight,"A small, ambulatory plant creature resembling a twisted shrub, animated by dark magic and serving a greater evil.",13,3d4-3,4,20 ft.,6,13,12,4,8,3,0.125,25,Small,plant,neutral evil,+3,,Claws,5 ft.,1d4+1 piercing,,,,,,,,,
Tyrannosaurus Rex,"The undisputed apex predator of ancient lands, a colossal carnivorous dinosaur with a thunderous roar and bone-crushing jaws.",13,15d12+60,158,50 ft.,25,10,19,2,12,9,8,3900,Huge,beast,unaligned,+10,,Bite,10 ft.,4d12+7 piercing,,,,,,,,,
Ultroloth,"The unquestioned leaders of the yugoloth legions, ultroloths are master strategists and powerful spellcasters who command vast armies across the Lower Planes. They are aloof and calculating, treating other creatures as pawns in their endless schemes for power.",19,15d8+60,128,"30 ft., fly 60 ft.",16,16,18,19,19,22,13,10000,Medium,fiend,neutral evil,+8,+8,Scimitar,5 ft.,2d6+3 slashing + 2d6 psychic,,,,,,,,,"Abyssal, Celestial, Infernal, telepathy 120 ft."
Umber Hulk,"These monstrosities are subterranean terrors that tunnel through solid rock, confusing their prey with a hypnotic gaze before tearing them apart with massive claws and mandibles. They are often found in deep caves and dungeons.",18,10d10+40,95,"30 ft., burrow 20 ft.",20,13,18,9,10,11,5,1800,Large,monstrosity,chaotic evil,+8,,Mandibles,5 ft.,2d8+5 slashing,Claws,5 ft.,2d6+5 slashing,,,,,,Undercommon
Unicorn,"Unicorns are majestic fey creatures that embody purity, innocence, and goodness, dwelling in sacred groves and untainted forests. They are fierce protectors of the wilderness and can heal the wounded with a touch of their horn.",17,7d10+21,60,50 ft.,18,14,16,11,17,16,5,1800,Large,fey,lawful good,+7,,Horn,5 ft.,1d8+4 piercing,Hooves,5 ft.,2d6+4 bludgeoning,,,,,,"Celestial, Elvish, Sylvan, telepathy 60 ft."
Urd,"Urds are winged kobolds, small draconic humanoids with bat-like wings that allow them to glide or fly short distances. They share the same cunning and trapsmithing skills as their ground-bound kin, often acting as scouts and aerial support.",13,2d6-2,5,"20 ft., fly 30 ft.",7,15,9,8,7,8,0.25,50,Small,humanoid,lawful evil,+4,+4,Dagger,5 ft.,1d4+2 piercing,Sling,30/120 ft.,1d4+2 bludgeoning,,,,,,"Common, Draconic"
Vampire,"Vampires are powerful, undead creatures that survive by drinking the blood of the living, marked by their insatiable hunger and supernatural charm. They are often intelligent and manipulative, capable of turning others into their spawn or servants.",16,10d8+50,95,30 ft.,18,18,18,17,15,18,13,10000,Medium,undead,lawful evil,+9,,Unarmed Strike,5 ft.,1d8+4 bludgeoning,Bite,5 ft.,1d6+4 piercing,,,,,,"Common, plus any languages it knew in life"
Vampire Spawn,"Vampire spawn are lesser vampires, created when a vampire drains a humanoid but allows it to live, sharing some of their master's powers but bound to their will. They are feral and desperate, lacking the autonomy of full vampires.",15,8d8+24,60,30 ft.,16,16,16,11,10,12,5,1800,Medium,undead,neutral evil,+6,,Claws,5 ft.,2d4+3 slashing,Bite,5 ft.,1d6+3 piercing,,,,,,"Common, plus any languages it knew in life"
Veteran,"Veterans are experienced warriors, hardened by countless battles and skilled in various forms of combat, often serving as guards, mercenaries, or leaders in smaller military units. They are reliable and dangerous combatants.",17,8d8+16,52,30 ft.,16,13,14,10,11,10,3,700,Medium,humanoid,any alignment,+5,+3,Longsword,5 ft.,1d8+3 slashing,Shortsword,5 ft.,1d6+3 piercing,Heavy Crossbow,100/400 ft.,1d10+1 piercing,,,any one language (usually Common)
Vine Blight,"Vine blights are plant creatures animated by dark magic, resembling masses of thorny vines with a humanoid-like shape. They lie in wait, ensnaring and draining the life from any creature that ventures too close to their territory.",12,4d8+8,26,10 ft.,15,8,14,5,10,3,0.5,100,Medium,plant,neutral evil,+4,,Constrict,5 ft.,2d6+2 bludgeoning,,,,,,,,,Common
Violet Fungus,"A strange, carnivorous fungus found in dark, damp environments, it appears as a cluster of purple stalks that lash out with paralyzing spores to absorb nutrients from its prey. It is usually found in caves or dungeons.",5,4d8,18,5 ft.,3,1,10,1,3,1,0.25,50,Medium,plant,unaligned,+0,,Rotting Touch,5 ft.,1d8 necrotic,,,,,,,,,
Vrock,"Vrocks are grotesque, vulture-like demons, lesser tanar'ri from the Abyss known for their destructive screech, deadly spores, and insatiable hunger for destruction. They are cruel and chaotic agents of the demon lords.",15,10d8+30,75,"20 ft., fly 60 ft.",17,15,16,8,13,8,6,2300,Large,fiend,chaotic evil,+6,,Beak,5 ft.,1d8+3 piercing,Talons,5 ft.,2d6+3 slashing,,,,,,"Abyssal, telepathy 120 ft."
Vulture,"A common scavenger bird, vultures circle carrion from above, their keen eyesight spotting easy meals.",10,1d6+1,4,"10 ft., fly 50 ft.",7,10,13,2,12,4,0,10,Medium,beast,unaligned,+2,,Beak,5 ft.,1d4 piercing,,,,,,,,,
Warhorse,"A powerful and well-trained horse, specifically bred and equipped for use in combat.",11,4d10+4,26,60 ft.,18,12,13,2,12,7,0.5,100,Large,beast,unaligned,+6,,Hooves,5 ft.,2d6+4 bludgeoning,,,,,,,,,
Warhorse Skeleton,"The animated remains of a warhorse, often serving as a grim mount for necromancers and other undead.",11,3d10+3,20,60 ft.,18,12,13,2,8,5,0.5,100,Large,undead,unaligned,+6,,Hooves,5 ft.,2d6+4 bludgeoning,,,,,,,,,
Water Elemental,"A tempestuous spirit of living water, capable of forming crushing waves and engulfing its foes.",13,10d10+30,85,"30 ft., swim 90 ft.",18,14,16,5,10,8,5,1800,Large,elemental,neutral,+7,,Slam,5 ft.,2d8+4 bludgeoning,,,,,,,,,Aquan
Water Wierd,"A serpentine elemental spirit, a water weird is bound to a specific body of water and is often used as a guardian.",13,5d8+10,32,"0 ft., swim 60 ft.",10,16,14,11,10,10,3,700,Large,elemental,neutral,+5,,Constrict,5 ft.,1d6+3 bludgeoning,,,,,,,,,understands Aquan but can't speak
Weasel,"A small, nimble carnivorous mammal known for its stealth and sharp bite.",13,1d4,2,30 ft.,3,16,10,2,12,3,0,10,Tiny,beast,unaligned,+5,,Bite,5 ft.,1 piercing,,,,,,,,,
Werebear,"A rare and often reclusive lycanthrope, a werebear is usually good-aligned and protective of nature, capable of shifting into a bear or hybrid form.",11,12d8+36,90,30 ft.,19,10,17,11,12,12,5,1800,Medium,humanoid,neutral good,+7,,Claw,5 ft.,2d6+4 slashing,Bite,5 ft.,2d10+4 piercing,,,,,,Common
Wereboar,"A hot-headed and aggressive lycanthrope, a wereboar can transform into a boar or a formidable boar-humanoid hybrid.",11,7d8+21,52,30 ft.,17,10,17,10,11,8,4,1100,Medium,humanoid,neutral evil,+5,,Maul,5 ft.,2d6+3 bludgeoning,Tusk,5 ft.,2d6+3 slashing,,,,,,Common
Wererat,"A cunning and often conniving lycanthrope, a wererat can change into a rat or a human-rat hybrid, frequently found in urban criminal organizations.",12,4d8+8,26,30 ft.,10,15,14,11,10,8,2,450,Medium,humanoid,lawful evil,+4,+4,Scimitar,5 ft.,1d6+2 slashing,Shortbow,80/320 ft.,1d6+2 piercing,Bite,5 ft.,1d4+2 piercing,,,Common
Weretiger,"A proud and dangerous lycanthrope, a weretiger can transform into a tiger or a swift, powerful tiger-humanoid hybrid.",12,10d8+30,75,30 ft.,17,15,16,10,13,11,4,1100,Medium,humanoid,neutral,+5,,Scimitar,5 ft.,1d6+3 slashing,Claw,5 ft.,1d8+3 slashing,Bite,5 ft.,1d10+3 piercing,,,Common
